,price,date,zipcode,id,season,zip_season,median_price,venda
0,221900.0,10,98178,7129300520,fall,98178_fall,290500.0,288470.0
1,236000.0,9,98178,2976800796,fall,98178_fall,290500.0,306800.0
2,190000.0,9,98178,1180003090,fall,98178_fall,290500.0,247000.0
3,350000.0,9,98178,2171400197,fall,98178_fall,290500.0,385000.00000000006
4,299000.0,9,98178,1180002378,fall,98178_fall,290500.0,328900.0
5,335000.0,11,98178,1180500070,fall,98178_fall,290500.0,368500.00000000006
6,194000.0,11,98178,179000350,fall,98178_fall,290500.0,252200.0
7,251700.0,9,98178,3810000202,fall,98178_fall,290500.0,327210.0
8,150000.0,9,98178,4058802105,fall,98178_fall,290500.0,195000.0
9,355000.0,11,98178,7878400135,fall,98178_fall,290500.0,390500.00000000006
10,294000.0,9,98178,7887200390,fall,98178_fall,290500.0,323400.0
11,210000.0,11,98178,179003055,fall,98178_fall,290500.0,273000.0
12,700000.0,10,98178,8073000495,fall,98178_fall,290500.0,770000.0000000001
13,100000.0,9,98178,7813200115,fall,98178_fall,290500.0,130000.0
14,330000.0,10,98178,4058801240,fall,98178_fall,290500.0,363000.00000000006
15,119900.0,10,98178,3352402250,fall,98178_fall,290500.0,155870.0
16,200000.0,10,98178,399000195,fall,98178_fall,290500.0,260000.0
17,360000.0,9,98178,8073000265,fall,98178_fall,290500.0,396000.00000000006
18,353000.0,9,98178,1180500100,fall,98178_fall,290500.0,388300.00000000006
19,261000.0,10,98178,185000161,fall,98178_fall,290500.0,339300.0
20,287000.0,10,98178,4058801310,fall,98178_fall,290500.0,373100.0
21,241000.0,11,98178,8068000305,fall,98178_fall,290500.0,313300.0
22,350000.0,9,98178,3810000480,fall,98178_fall,290500.0,385000.00000000006
23,303100.0,10,98178,3878900185,fall,98178_fall,290500.0,333410.0
24,353000.0,10,98178,4058200630,fall,98178_fall,290500.0,388300.00000000006
25,340000.0,9,98178,3810000455,fall,98178_fall,290500.0,374000.00000000006
26,472000.0,9,98178,4058200985,fall,98178_fall,290500.0,519200.00000000006
27,170000.0,11,98178,7812800865,fall,98178_fall,290500.0,221000.0
28,199950.0,11,98178,7657600195,fall,98178_fall,290500.0,259935.0
29,315000.0,10,98178,1180000625,fall,98178_fall,290500.0,346500.0
30,495000.0,11,98178,9218400088,fall,98178_fall,290500.0,544500.0
31,239300.0,10,98178,2520900301,fall,98178_fall,290500.0,311090.0
32,159075.0,10,98178,7812800515,fall,98178_fall,290500.0,206797.5
33,323500.0,9,98178,7689600650,fall,98178_fall,290500.0,355850.0
34,304000.0,10,98178,372000040,fall,98178_fall,290500.0,334400.0
35,230000.0,10,98178,179001425,fall,98178_fall,290500.0,299000.0
36,349170.0,11,98178,2976800115,fall,98178_fall,290500.0,384087.00000000006
37,264250.0,9,98178,7812800775,fall,98178_fall,290500.0,343525.0
38,339950.0,11,98178,4059400265,fall,98178_fall,290500.0,373945.00000000006
39,315000.0,11,98178,7390400026,fall,98178_fall,290500.0,346500.0
40,257000.0,10,98178,179000505,fall,98178_fall,290500.0,334100.0
41,340500.0,10,98178,1180000885,fall,98178_fall,290500.0,374550.00000000006
42,269000.0,11,98178,1180002735,fall,98178_fall,290500.0,349700.0
43,251000.0,10,98178,4279900140,fall,98178_fall,290500.0,326300.0
44,238950.0,11,98178,3352401090,fall,98178_fall,290500.0,310635.0
45,315000.0,11,98178,2144800311,fall,98178_fall,290500.0,346500.0
46,354000.0,11,98178,1180002470,fall,98178_fall,290500.0,389400.00000000006
47,280000.0,10,98178,7192200040,fall,98178_fall,290500.0,364000.0
48,363500.0,10,98178,1262700040,fall,98178_fall,290500.0,399850.00000000006
49,150000.0,10,98178,2976800749,fall,98178_fall,290500.0,195000.0
50,200000.0,9,98178,7812800995,fall,98178_fall,290500.0,260000.0
51,229950.0,9,98178,4059400515,fall,98178_fall,290500.0,298935.0
52,361000.0,9,98178,4058200040,fall,98178_fall,290500.0,397100.00000000006
53,295000.0,10,98178,5476800201,fall,98178_fall,290500.0,324500.0
54,219900.0,10,98178,7812801590,fall,98178_fall,290500.0,285870.0
55,200000.0,11,98178,3352400351,fall,98178_fall,290500.0,260000.0
56,194000.0,10,98178,7812801850,fall,98178_fall,290500.0,252200.0
57,299980.0,9,98178,4060000020,fall,98178_fall,290500.0,329978.0
58,249950.0,10,98178,7657600005,fall,98178_fall,290500.0,324935.0
59,415000.0,9,98178,1180008370,fall,98178_fall,290500.0,456500.00000000006
60,326000.0,11,98178,4058802335,fall,98178_fall,290500.0,358600.0
61,439000.0,9,98178,2045800006,fall,98178_fall,290500.0,482900.00000000006
62,277554.0,9,98178,2171400199,fall,98178_fall,290500.0,360820.2
63,216500.0,11,98178,7689600630,fall,98178_fall,290500.0,281450.0
64,225000.0,10,98178,4059400190,fall,98178_fall,290500.0,292500.0
65,199988.0,11,98178,3352401476,fall,98178_fall,290500.0,259984.40000000002
66,165000.0,9,98178,7657000540,fall,98178_fall,290500.0,214500.0
67,202500.0,10,98178,7689600215,fall,98178_fall,290500.0,263250.0
68,135900.0,11,98178,3352400661,fall,98178_fall,290500.0,176670.0
69,440000.0,9,98178,9282801030,fall,98178_fall,290500.0,484000.00000000006
70,460000.0,10,98178,1180000830,fall,98178_fall,290500.0,506000.00000000006
71,385000.0,11,98178,2172000890,fall,98178_fall,290500.0,423500.00000000006
72,445000.0,11,98178,179001455,fall,98178_fall,290500.0,489500.00000000006
73,335000.0,10,98178,7813500040,fall,98178_fall,290500.0,368500.00000000006
74,450000.0,11,98178,4140940130,fall,98178_fall,290500.0,495000.00000000006
75,572000.0,10,98178,4140940150,fall,98178_fall,290500.0,629200.0
76,538000.0,12,98125,6414100192,winter,98125_winter,430000.0,591800.0
77,425000.0,1,98125,2826049234,winter,98125_winter,430000.0,552500.0
78,730000.0,1,98125,8820903380,winter,98125_winter,430000.0,803000.0000000001
79,397500.0,2,98125,1455100116,winter,98125_winter,430000.0,516750.0
80,645000.0,1,98125,1455600030,winter,98125_winter,430000.0,709500.0
81,528000.0,12,98125,9421500070,winter,98125_winter,430000.0,580800.0
82,332500.0,1,98125,4427100030,winter,98125_winter,430000.0,432250.0
83,632000.0,12,98125,9455200570,winter,98125_winter,430000.0,695200.0
84,387500.0,2,98125,3226049117,winter,98125_winter,430000.0,503750.0
85,390000.0,12,98125,8901000445,winter,98125_winter,430000.0,507000.0
86,473000.0,12,98125,9423400193,winter,98125_winter,430000.0,520300.00000000006
87,760000.0,12,98125,1455600015,winter,98125_winter,430000.0,836000.0000000001
88,517000.0,2,98125,2826049165,winter,98125_winter,430000.0,568700.0
89,650000.0,12,98125,2926049382,winter,98125_winter,430000.0,715000.0
90,480000.0,12,98125,8902000407,winter,98125_winter,430000.0,528000.0
91,450000.0,12,98125,7663700654,winter,98125_winter,430000.0,495000.00000000006
92,319000.0,12,98125,5101407305,winter,98125_winter,430000.0,414700.0
93,175000.0,2,98125,5272200005,winter,98125_winter,430000.0,227500.0
94,419950.0,2,98125,8820900299,winter,98125_winter,430000.0,545935.0
95,500000.0,12,98125,2926049400,winter,98125_winter,430000.0,550000.0
96,368000.0,12,98125,7663700759,winter,98125_winter,430000.0,478400.0
97,290000.0,2,98125,8058500005,winter,98125_winter,430000.0,377000.0
98,510000.0,12,98125,2726049071,winter,98125_winter,430000.0,561000.0
99,675000.0,2,98125,4077800094,winter,98125_winter,430000.0,742500.0000000001
100,365000.0,1,98125,6381500170,winter,98125_winter,430000.0,474500.0
101,300000.0,1,98125,6381502155,winter,98125_winter,430000.0,390000.0
102,442500.0,2,98125,9421500010,winter,98125_winter,430000.0,486750.00000000006
103,425000.0,2,98125,8901000911,winter,98125_winter,430000.0,552500.0
104,385000.0,2,98125,7715600050,winter,98125_winter,430000.0,500500.0
105,630000.0,12,98125,5101407250,winter,98125_winter,430000.0,693000.0
106,614905.0,2,98125,1133000144,winter,98125_winter,430000.0,676395.5
107,463000.0,2,98125,5101405465,winter,98125_winter,430000.0,509300.00000000006
108,399000.0,12,98125,2126049096,winter,98125_winter,430000.0,518700.0
109,357500.0,1,98125,9455200596,winter,98125_winter,430000.0,464750.0
110,362500.0,1,98125,6412100092,winter,98125_winter,430000.0,471250.0
111,445000.0,12,98125,9455200790,winter,98125_winter,430000.0,489500.00000000006
112,635000.0,2,98125,4077800590,winter,98125_winter,430000.0,698500.0
113,410000.0,1,98125,3992700775,winter,98125_winter,430000.0,533000.0
114,1360000.0,2,98125,7352200100,winter,98125_winter,430000.0,1496000.0000000002
115,467500.0,1,98125,8820903555,winter,98125_winter,430000.0,514250.00000000006
116,435000.0,12,98125,2126049154,winter,98125_winter,430000.0,478500.00000000006
117,565000.0,12,98125,6868200060,winter,98125_winter,430000.0,621500.0
118,500000.0,12,98125,2126049277,winter,98125_winter,430000.0,550000.0
119,460000.0,12,98125,4073200575,winter,98125_winter,430000.0,506000.00000000006
120,385000.0,12,98125,7715600070,winter,98125_winter,430000.0,500500.0
121,442500.0,2,98125,1453602065,winter,98125_winter,430000.0,486750.00000000006
122,349000.0,1,98125,6414100732,winter,98125_winter,430000.0,453700.0
123,674000.0,1,98125,3448002180,winter,98125_winter,430000.0,741400.0000000001
124,522500.0,2,98125,2126049290,winter,98125_winter,430000.0,574750.0
125,285000.0,2,98125,1560100135,winter,98125_winter,430000.0,370500.0
126,328500.0,2,98125,1453600681,winter,98125_winter,430000.0,427050.0
127,490000.0,2,98125,3935900350,winter,98125_winter,430000.0,539000.0
128,237000.0,1,98125,3935900232,winter,98125_winter,430000.0,308100.0
129,595000.0,2,98125,2826049070,winter,98125_winter,430000.0,654500.0
130,370000.0,2,98125,7663700772,winter,98125_winter,430000.0,481000.0
131,850000.0,2,98125,4078300040,winter,98125_winter,430000.0,935000.0000000001
132,325000.0,1,98125,7663700531,winter,98125_winter,430000.0,422500.0
133,518000.0,12,98125,4077800438,winter,98125_winter,430000.0,569800.0
134,425000.0,1,98125,6798100610,winter,98125_winter,430000.0,552500.0
135,622100.0,12,98125,2826049098,winter,98125_winter,430000.0,684310.0
136,380000.0,12,98125,8820903560,winter,98125_winter,430000.0,494000.0
137,375000.0,1,98125,3834500170,winter,98125_winter,430000.0,487500.0
138,449000.0,1,98125,2044500213,winter,98125_winter,430000.0,493900.00000000006
139,1335000.0,12,98125,7351200050,winter,98125_winter,430000.0,1468500.0000000002
140,222000.0,2,98125,1787600294,winter,98125_winter,430000.0,288600.0
141,338500.0,2,98125,1454100010,winter,98125_winter,430000.0,440050.0
142,425000.0,2,98125,2568800290,winter,98125_winter,430000.0,552500.0
143,460000.0,2,98125,814000020,winter,98125_winter,430000.0,506000.00000000006
144,303697.0,2,98125,1453601502,winter,98125_winter,430000.0,394806.10000000003
145,2050000.0,1,98125,7352200450,winter,98125_winter,430000.0,2255000.0
146,320000.0,1,98125,6414100026,winter,98125_winter,430000.0,416000.0
147,810000.0,12,98125,8820902350,winter,98125_winter,430000.0,891000.0000000001
148,690000.0,12,98125,4073200757,winter,98125_winter,430000.0,759000.0000000001
149,295000.0,2,98125,6381500090,winter,98125_winter,430000.0,383500.0
150,229000.0,12,98125,7663700401,winter,98125_winter,430000.0,297700.0
151,640500.0,2,98125,8901000835,winter,98125_winter,430000.0,704550.0
152,303000.0,12,98125,1453602310,winter,98125_winter,430000.0,393900.0
153,306000.0,12,98125,8822900115,winter,98125_winter,430000.0,397800.0
154,330000.0,1,98125,6381500110,winter,98125_winter,430000.0,429000.0
155,257000.0,12,98125,6411600411,winter,98125_winter,430000.0,334100.0
156,1150000.0,1,98125,7351200295,winter,98125_winter,430000.0,1265000.0
157,345000.0,12,98125,8822901175,winter,98125_winter,430000.0,448500.0
158,286000.0,2,98125,3448001411,winter,98125_winter,430000.0,371800.0
159,338500.0,2,98125,8902000201,winter,98125_winter,430000.0,440050.0
160,180000.0,2,98028,5631500400,winter,98028_winter,446500.0,234000.0
161,530000.0,1,98028,1088650310,winter,98028_winter,446500.0,583000.0
162,446500.0,2,98028,4140090370,winter,98028_winter,446500.0,580450.0
163,356500.0,12,98028,3582700070,winter,98028_winter,446500.0,463450.0
164,485000.0,1,98028,4027701294,winter,98028_winter,446500.0,533500.0
165,695000.0,1,98028,3578700017,winter,98028_winter,446500.0,764500.0000000001
166,335000.0,12,98028,3949600090,winter,98028_winter,446500.0,435500.0
167,383000.0,12,98028,114101055,winter,98028_winter,446500.0,497900.0
168,295000.0,2,98028,3579700015,winter,98028_winter,446500.0,383500.0
169,475000.0,1,98028,3649100103,winter,98028_winter,446500.0,522500.00000000006
170,424500.0,12,98028,5634500179,winter,98028_winter,446500.0,551850.0
171,420000.0,12,98028,5628400080,winter,98028_winter,446500.0,546000.0
172,615000.0,1,98028,5634500775,winter,98028_winter,446500.0,676500.0
173,526750.0,2,98028,3583400120,winter,98028_winter,446500.0,579425.0
174,415000.0,12,98028,293720180,winter,98028_winter,446500.0,539500.0
175,515000.0,12,98028,114100304,winter,98028_winter,446500.0,566500.0
176,570000.0,2,98028,3649100676,winter,98028_winter,446500.0,627000.0
177,769000.0,1,98028,8832900135,winter,98028_winter,446500.0,845900.0000000001
178,207000.0,12,98028,9406500350,winter,98028_winter,446500.0,269100.0
179,435000.0,1,98028,3816300105,winter,98028_winter,446500.0,565500.0
180,490000.0,12,98028,3578600045,winter,98028_winter,446500.0,539000.0
181,533000.0,2,98028,7702020030,winter,98028_winter,446500.0,586300.0
182,249000.0,12,98028,114100354,winter,98028_winter,446500.0,323700.0
183,196000.0,1,98028,2570600140,winter,98028_winter,446500.0,254800.0
184,600000.0,2,98028,293610040,winter,98028_winter,446500.0,660000.0
185,427500.0,2,98028,253600180,winter,98028_winter,446500.0,555750.0
186,364000.0,2,98028,4027700799,winter,98028_winter,446500.0,473200.0
187,600000.0,12,98028,8832900120,winter,98028_winter,446500.0,660000.0
188,275000.0,1,98028,7120000210,winter,98028_winter,446500.0,357500.0
189,476000.0,2,98028,5631500967,winter,98028_winter,446500.0,523600.00000000006
190,610000.0,1,98028,5631500947,winter,98028_winter,446500.0,671000.0
191,420000.0,1,98028,3824100364,winter,98028_winter,446500.0,546000.0
192,335000.0,2,98028,3824100020,winter,98028_winter,446500.0,435500.0
193,449000.0,1,98028,1433290010,winter,98028_winter,446500.0,493900.00000000006
194,387846.0,12,98028,3818700190,winter,98028_winter,446500.0,504199.8
195,322968.0,1,98028,3649100346,winter,98028_winter,446500.0,419858.4
196,350000.0,2,98028,6181700250,winter,98028_winter,446500.0,455000.0
197,440000.0,1,98028,4140900050,winter,98028_winter,446500.0,572000.0
198,239950.0,2,98028,9406500600,winter,98028_winter,446500.0,311935.0
199,385000.0,12,98028,2558160220,winter,98028_winter,446500.0,500500.0
200,559950.0,1,98028,114100131,winter,98028_winter,446500.0,615945.0
201,590000.0,2,98028,6181700625,winter,98028_winter,446500.0,649000.0
